compressor_library,compressor_codec,compressor_version,compressor_flags,compression_speed,decompression_speed,original_size,compressed_size,compression_ratio,dataset
zstd,zstd,1.3.4,-3,173.31,752.94,6627202,1955958,29.51,silesia/reymont
zstd,zstd,1.3.4,-4,175.53,755.58,6627202,1938944,29.26,silesia/reymont
zstd,zstd,1.3.4,-5,109.13,674.51,6627202,1960167,29.58,silesia/reymont
zstd,zstd,1.3.4,-6,76.17,738.29,6627202,1862145,28.1,silesia/reymont
zstd,zstd,1.3.4,-7,56.28,780.23,6627202,1794442,27.08,silesia/reymont
zstd,zstd,1.3.4,-8,39.43,819.44,6627202,1752425,26.44,silesia/reymont
zstd,zstd,1.3.4,-9,35.51,822.57,6627202,1736077,26.2,silesia/reymont
zstd,zstd,1.3.4,-10,21.7,850.61,6627202,1692077,25.53,silesia/reymont
zstd,zstd,1.3.4,-11,17.08,851.48,6627202,1674247,25.26,silesia/reymont
zstd,zstd,1.3.4,-12,10.76,876.75,6627202,1633983,24.66,silesia/reymont
zstd,zstd,1.3.4,-13,7.18,894.2,6627202,1558121,23.51,silesia/reymont
zstd,zstd,1.3.4,-14,4.93,900.17,6627202,1503165,22.68,silesia/reymont
zstd,zstd,1.3.4,-15,3.34,895.95,6627202,1466282,22.13,silesia/reymont
zstd,zstd,1.3.4,-16,3.83,882.5,6627202,1428631,21.56,silesia/reymont
zstd,zstd,1.3.4,-17,3.44,866.21,6627202,1437323,21.69,silesia/reymont
zstd,zstd,1.3.4,-18,2.73,870.92,6627202,1379613,20.82,silesia/reymont
zstd,zstd,1.3.4,-19,2.41,872.61,6627202,1366874,20.63,silesia/reymont
zstd,zstd,1.3.4,-20,2.1,860.81,6627202,1352376,20.41,silesia/reymont
zstd,zstd,1.3.4,-21,2.09,862.72,6627202,1352301,20.41,silesia/reymont
zstd,zstd,1.3.4,-22,2,862.97,6627202,1352330,20.41,silesia/reymont
zstd_fast,zstd_fast,1.3.4,--5,298.52,930.64,6627202,3337560,50.36,silesia/reymont
zstd_fast,zstd_fast,1.3.4,--4,284.63,922.87,6627202,3198573,48.26,silesia/reymont
zstd_fast,zstd_fast,1.3.4,--3,267.13,875.94,6627202,2979102,44.95,silesia/reymont
zstd_fast,zstd_fast,1.3.4,--2,252.85,844.18,6627202,2806169,42.34,silesia/reymont
zstd_fast,zstd_fast,1.3.4,--1,233.78,784.65,6627202,2471053,37.29,silesia/reymont
brotli,brotli,1.0.7,-0,391.59,395.92,21606400,6169975,28.56,silesia/samba
brotli,brotli,1.0.7,-1,300.85,451.26,21606400,5568490,25.77,silesia/samba
brotli,brotli,1.0.7,-2,149.31,486.25,21606400,5109889,23.65,silesia/samba
brotli,brotli,1.0.7,-3,131.51,504.63,21606400,5067106,23.45,silesia/samba
brotli,brotli,1.0.7,-4,63.98,560.79,21606400,4669515,21.61,silesia/samba
brotli,brotli,1.0.7,-5,41.31,507.36,21606400,4461664,20.65,silesia/samba
brotli,brotli,1.0.7,-6,29.14,524.27,21606400,4365338,20.2,silesia/samba
brotli,brotli,1.0.7,-7,19.65,529.8,21606400,4280095,19.81,silesia/samba
brotli,brotli,1.0.7,-8,14.89,536.76,21606400,4238474,19.62,silesia/samba
brotli,brotli,1.0.7,-9,10.59,539.13,21606400,4198100,19.43,silesia/samba
brotli,brotli,1.0.7,-10,1.44,446.49,21606400,3909868,18.1,silesia/samba
brotli,brotli,1.0.7,-11,0.64,473.38,21606400,3821805,17.69,silesia/samba
crush,crush,1.0,-0,55.01,422.32,21606400,5531441,25.6,silesia/samba
crush,crush,1.0,-1,7.68,479.32,21606400,5046297,23.36,silesia/samba
crush,crush,1.0,-2,1.14,493.12,21606400,4912137,22.73,silesia/samba
csc,csc,2016-10-13,-1,24.19,83.53,21606400,4407241,20.4,silesia/samba
csc,csc,2016-10-13,-2,16.23,88.56,21606400,4207643,19.47,silesia/samba
csc,csc,2016-10-13,-3,10.68,85.24,21606400,4228135,19.57,silesia/samba
csc,csc,2016-10-13,-4,7.51,88.14,21606400,4081242,18.89,silesia/samba
csc,csc,2016-10-13,-5,4.03,90.78,21606400,3896937,18.04,silesia/samba
density,density,0.14.2,-1,1150.52,1758.64,21606400,13293686,61.53,silesia/samba
density,density,0.14.2,-2,677.35,1078.88,21606400,9224664,42.69,silesia/samba
density,density,0.14.2,-3,378.3,416.74,21606400,8063210,37.32,silesia/samba
fastlz,fastlz,0.1,-1,354.54,664.13,21606400,8327938,38.54,silesia/samba
fastlz,fastlz,0.1,-2,383.16,698.27,21606400,7651048,35.41,silesia/samba
gipfeli,gipfeli,2016-07-13,,388.91,558.06,21606400,6810623,31.52,silesia/samba
lz4,lz4,1.8.3,,608.19,2844.74,21606400,7716839,35.72,silesia/samba
lz4fast,lz4fast,1.8.3,-10,789.99,2795.48,21606400,9892366,45.78,silesia/samba
lz4fast,lz4fast,1.8.3,-20,967.78,2959.32,21606400,11522780,53.33,silesia/samba
lz4fast,lz4fast,1.8.3,-30,1134.98,3153.83,21606400,12807059,59.27,silesia/samba
lz4fast,lz4fast,1.8.3,-40,1303.34,3274.96,21606400,13799737,63.87,silesia/samba
lz4fast,lz4fast,1.8.3,-50,1431.62,3335.93,21606400,14359990,66.46,silesia/samba
lz4fast,lz4fast,1.8.3,-60,1571.05,3368.08,21606400,14934673,69.12,silesia/samba
lz4fast,lz4fast,1.8.3,-70,1712.93,3383.18,21606400,15534388,71.9,silesia/samba
lz4fast,lz4fast,1.8.3,-80,1860.46,3393.51,21606400,15981880,73.97,silesia/samba
lz4fast,lz4fast,1.8.3,-90,1951.8,3402.62,21606400,16282841,75.36,silesia/samba
lz4hc,lz4hc,1.8.3,-1,131.47,2823.12,21606400,6448932,29.85,silesia/samba
lz4hc,lz4hc,1.8.3,-2,131.56,2821.62,21606400,6448932,29.85,silesia/samba
lz4hc,lz4hc,1.8.3,-3,110.86,2847.42,21606400,6309627,29.2,silesia/samba
lz4hc,lz4hc,1.8.3,-4,93.03,2868.41,21606400,6228454,28.83,silesia/samba
lz4hc,lz4hc,1.8.3,-5,78.24,2881.41,21606400,6180362,28.6,silesia/samba
lz4hc,lz4hc,1.8.3,-6,65.53,2903.87,21606400,6158265,28.5,silesia/samba
lz4hc,lz4hc,1.8.3,-7,55.65,2908.04,21606400,6147027,28.45,silesia/samba
lz4hc,lz4hc,1.8.3,-8,48,2911.28,21606400,6141929,28.43,silesia/samba
lz4hc,lz4hc,1.8.3,-9,43.04,2924.78,21606400,6139489,28.42,silesia/samba
lz4hc,lz4hc,1.8.3,-10,25.73,2938.17,21606400,6111426,28.29,silesia/samba
lz4hc,lz4hc,1.8.3,-11,14.92,2939.99,21606400,6098590,28.23,silesia/samba
lz4hc,lz4hc,1.8.3,-12,10.5,2930.2,21606400,6095902,28.21,silesia/samba
lz4hc,lz4hc,1.8.3,-1,131.57,2820.28,21606400,6448932,29.85,silesia/samba
lz4hc,lz4hc,1.8.3,-2,131.61,2821.45,21606400,6448932,29.85,silesia/samba
lz4hc,lz4hc,1.8.3,-3,110.72,2850.92,21606400,6309627,29.2,silesia/samba
lz4hc,lz4hc,1.8.3,-4,93.1,2868.11,21606400,6228454,28.83,silesia/samba
lz4hc,lz4hc,1.8.3,-5,78.34,2885.28,21606400,6180362,28.6,silesia/samba
lz4hc,lz4hc,1.8.3,-6,65.57,2899.1,21606400,6158265,28.5,silesia/samba
lz4hc,lz4hc,1.8.3,-7,55.67,2906.59,21606400,6147027,28.45,silesia/samba
lz4hc,lz4hc,1.8.3,-8,47.91,2909.12,21606400,6141929,28.43,silesia/samba
lz4hc,lz4hc,1.8.3,-9,43.08,2914.94,21606400,6139489,28.42,silesia/samba
lz4hc,lz4hc,1.8.3,-10,25.74,2948.03,21606400,6111426,28.29,silesia/samba
lz4hc,lz4hc,1.8.3,-11,14.93,2932.96,21606400,6098590,28.23,silesia/samba
lz4hc,lz4hc,1.8.3,-12,10.5,2925.89,21606400,6095902,28.21,silesia/samba
lzf,lzf,3.6,-0,350.26,791.1,21606400,8616496,39.88,silesia/samba
lzf,lzf,3.6,-1,369.76,825.64,21606400,8208471,37.99,silesia/samba
lzfse,lzfse,2017-03-08,,70.65,900.89,21606400,5208850,24.11,silesia/samba
lzg,lzg,1.0.8,-1,55.45,619.41,21606400,9073050,41.99,silesia/samba
lzg,lzg,1.0.8,-2,50.9,621.84,21606400,8614632,39.87,silesia/samba
lzg,lzg,1.0.8,-3,46.12,626.09,21606400,8216135,38.03,silesia/samba
lzg,lzg,1.0.8,-4,40.71,641.13,21606400,7759679,35.91,silesia/samba
lzg,lzg,1.0.8,-5,33.86,664.69,21606400,7336403,33.95,silesia/samba
lzg,lzg,1.0.8,-6,26.94,692.42,21606400,6981326,32.31,silesia/samba
lzg,lzg,1.0.8,-7,16.83,721.18,21606400,6723102,31.12,silesia/samba
lzg,lzg,1.0.8,-8,10.77,749.62,21606400,6485251,30.02,silesia/samba
lzg,lzg,1.0.8,-9,2.02,784.89,21606400,6234004,28.85,silesia/samba
lzham,lzham,1.0,-d26,10.59,290.52,21606400,5194325,24.04,silesia/samba
lzham,lzham,1.0,-d26,3.5,384.39,21606400,4282964,19.82,silesia/samba
lzham,lzham,1.0,-d26,2.83,397.97,21606400,4119512,19.07,silesia/samba
lzham,lzham,1.0,-d26,2.22,403.37,21606400,3992718,18.48,silesia/samba
lzham,lzham,1.0,-d26,1.76,404.68,21606400,3975362,18.4,silesia/samba
lzjb,lzjb,2010,,315.71,575.02,21606400,10566148,48.9,silesia/samba
lzlib,lzlib,1.8,-0,38.91,60.47,21606400,5178819,23.97,silesia/samba
lzlib,lzlib,1.8,-1,15.78,66.08,21606400,4963596,22.97,silesia/samba
lzlib,lzlib,1.8,-2,12.79,68.31,21606400,4764782,22.05,silesia/samba
lzlib,lzlib,1.8,-3,9.18,70.67,21606400,4500549,20.83,silesia/samba
lzlib,lzlib,1.8,-4,6.42,72.65,21606400,4275301,19.79,silesia/samba
lzlib,lzlib,1.8,-5,4.68,75.6,21606400,4042805,18.71,silesia/samba
lzlib,lzlib,1.8,-6,3.3,78.15,21606400,3813590,17.65,silesia/samba
lzlib,lzlib,1.8,-7,2.76,78.81,21606400,3762120,17.41,silesia/samba
lzlib,lzlib,1.8,-8,2.37,79.11,21606400,3734609,17.28,silesia/samba
lzlib,lzlib,1.8,-9,1.89,79.42,21606400,3727236,17.25,silesia/samba
lzma,lzma,16.04,-0,29.61,76.32,21606400,5338935,24.71,silesia/samba
lzma,lzma,16.04,-1,28.76,87.1,21606400,4852434,22.46,silesia/samba
lzma,lzma,16.04,-2,26.88,93.26,21606400,4635279,21.45,silesia/samba
lzma,lzma,16.04,-3,23,97.58,21606400,4491203,20.79,silesia/samba
lzma,lzma,16.04,-4,18.02,101.33,21606400,4361856,20.19,silesia/samba
lzma,lzma,16.04,-5,3.62,112,21606400,3859221,17.86,silesia/samba
lzma,lzma,16.04,-6,3.58,112.06,21606400,3853278,17.83,silesia/samba
lzma,lzma,16.04,-7,2.94,113.51,21606400,3764299,17.42,silesia/samba
lzma,lzma,16.04,-8,2.93,113.48,21606400,3764299,17.42,silesia/samba
lzma,lzma,16.04,-9,2.94,113.46,21606400,3764299,17.42,silesia/samba
lzmat,lzmat,1.01,,45.94,444.45,21606400,5783582,26.77,silesia/samba
lzo,lzo1,2.09,-1,315.85,634.91,21606400,8574278,39.68,silesia/samba
lzo,lzo1,2.09,-99,127.49,689.19,21606400,7586073,35.11,silesia/samba
lzo,lzo1a,2.09,-1,312.17,706.46,21606400,8527595,39.47,silesia/samba
lzo,lzo1a,2.09,-99,126.72,757.2,21606400,7557148,34.98,silesia/samba
lzo,lzo1b,2.09,-1,287.09,799.34,21606400,7515538,34.78,silesia/samba
lzo,lzo1b,2.09,-2,291.08,819.8,21606400,7331286,33.93,silesia/samba
lzo,lzo1b,2.09,-3,286.93,830.21,21606400,7246855,33.54,silesia/samba
lzo,lzo1b,2.09,-4,286.16,807.98,21606400,7297242,33.77,silesia/samba
lzo,lzo1b,2.09,-5,284.18,819.11,21606400,7202925,33.34,silesia/samba
lzo,lzo1b,2.09,-6,268.96,836.39,21606400,7081859,32.78,silesia/samba
lzo,lzo1b,2.09,-7,211.21,822.66,21606400,7121615,32.96,silesia/samba
lzo,lzo1b,2.09,-8,203.71,844.57,21606400,6954535,32.19,silesia/samba
lzo,lzo1b,2.09,-9,191.1,851.73,21606400,6814572,31.54,silesia/samba
lzo,lzo1b,2.09,-99,135.26,883.07,21606400,6539513,30.27,silesia/samba
lzo,lzo1b,2.09,-999,18.87,1005.38,21606400,5913009,27.37,silesia/samba
lzo,lzo1c,2.09,-1,303.93,814.8,21606400,7983082,36.95,silesia/samba
lzo,lzo1c,2.09,-2,286.71,828.8,21606400,7820527,36.2,silesia/samba
lzo,lzo1c,2.09,-3,277.98,835.77,21606400,7737934,35.81,silesia/samba
lzo,lzo1c,2.09,-4,236.13,807.73,21606400,7718603,35.72,silesia/samba
lzo,lzo1c,2.09,-5,237.51,817.47,21606400,7617153,35.25,silesia/samba
lzo,lzo1c,2.09,-6,227.5,831.82,21606400,7515967,34.79,silesia/samba
lzo,lzo1c,2.09,-7,169.33,817.02,21606400,7508701,34.75,silesia/samba
lzo,lzo1c,2.09,-8,163.95,835.45,21606400,7375212,34.13,silesia/samba
lzo,lzo1c,2.09,-9,169.39,839.71,21606400,7256819,33.59,silesia/samba
lzo,lzo1c,2.09,-99,119.2,859.35,21606400,7047521,32.62,silesia/samba
lzo,lzo1c,2.09,-999,29.5,918.13,21606400,6514016,30.15,silesia/samba
lzo,lzo1f,2.09,-1,268.83,725.71,21606400,8070021,37.35,silesia/samba
lzo,lzo1f,2.09,-999,28.98,808.71,21606400,6570927,30.41,silesia/samba
lzo,lzo1x,2.09,-1,621.84,743.68,21606400,8017488,37.11,silesia/samba
lzo,lzo1x,2.09,-11,632.27,733.94,21606400,8329355,38.55,silesia/samba
lzo,lzo1x,2.09,-12,633.99,737.29,21606400,8149983,37.72,silesia/samba
lzo,lzo1x,2.09,-15,634.53,740.5,21606400,8059568,37.3,silesia/samba
lzo,lzo1x,2.09,-999,9.08,867.92,21606400,5880966,27.22,silesia/samba
lzo,lzo1y,2.09,-1,628.21,746.49,21606400,8011863,37.08,silesia/samba
lzo,lzo1y,2.09,-999,9.12,851.65,21606400,5827498,26.97,silesia/samba
lzo,lzo1z,2.09,-999,8.97,857.1,21606400,5873843,27.19,silesia/samba
lzo,lzo2a,2.09,-999,36.52,601.48,21606400,6964547,32.23,silesia/samba
lzrw,lzrw,15-Jul-1991,-1,300.19,584.1,21606400,9682113,44.81,silesia/samba
lzrw,lzrw,15-Jul-1991,-2,307.25,628.38,21606400,9550240,44.2,silesia/samba
lzrw,lzrw,15-Jul-1991,-3,335.23,630.11,21606400,8708966,40.31,silesia/samba
lzrw,lzrw,15-Jul-1991,-4,348.86,596.6,21606400,8241669,38.14,silesia/samba
lzrw,lzrw,15-Jul-1991,-5,156.09,618.65,21606400,7486315,34.65,silesia/samba
lzvn,lzvn,2017-03-08,,63.76,1265.18,21606400,6288646,29.11,silesia/samba
quicklz,quicklz,1.5.0,-1,496.93,704.3,21606400,7309452,33.83,silesia/samba
quicklz,quicklz,1.5.0,-2,268.89,672.93,21606400,6548190,30.31,silesia/samba
quicklz,quicklz,1.5.0,-3,64.44,1119.27,21606400,6369074,29.48,silesia/samba
shrinker,shrinker,0.1,,457.26,1594.7,21606400,7317434,33.87,silesia/samba
slz,slz_deflate,1.0.0,-1,387.69,461.12,21606400,7949433,36.79,silesia/samba
slz,slz_deflate,1.0.0,-2,377.25,471.42,21606400,7635131,35.34,silesia/samba
slz,slz_deflate,1.0.0,-3,369.49,473.99,21606400,7554738,34.97,silesia/samba
slz,slz_gzip,1.0.0,-1,334.19,400.35,21606400,7949439,36.79,silesia/samba
slz,slz_gzip,1.0.0,-2,326.95,408.13,21606400,7635137,35.34,silesia/samba
slz,slz_gzip,1.0.0,-3,320.31,411.21,21606400,7554744,34.97,silesia/samba
slz,slz_zlib,1.0.0,-1,300.8,339.98,21606400,7949451,36.79,silesia/samba
slz,slz_zlib,1.0.0,-2,294.89,345.75,21606400,7635149,35.34,silesia/samba
slz,slz_zlib,1.0.0,-3,289.27,347.25,21606400,7554756,34.97,silesia/samba
snappy,snappy,1.1.4,,489.01,1662.21,21606400,8057361,37.29,silesia/samba
wflz,wflz,2015-09-16,,315.04,1025.02,21606400,8856272,40.99,silesia/samba
xpack,xpack,2016-06-02,-1,159.31,773.77,21606400,5669295,26.24,silesia/samba
xpack,xpack,2016-06-02,-2,111.25,854.85,21606400,5311699,24.58,silesia/samba
xpack,xpack,2016-06-02,-3,87.05,885.06,21606400,5162410,23.89,silesia/samba
xpack,xpack,2016-06-02,-4,93.98,901.43,21606400,5041168,23.33,silesia/samba
xpack,xpack,2016-06-02,-5,72.98,924.47,21606400,4927864,22.81,silesia/samba
xpack,xpack,2016-06-02,-6,53.67,939.55,21606400,4852126,22.46,silesia/samba
xpack,xpack,2016-06-02,-7,38.72,948.97,21606400,4816508,22.29,silesia/samba
xpack,xpack,2016-06-02,-8,27.56,953.61,21606400,4800809,22.22,silesia/samba
xpack,xpack,2016-06-02,-9,19.65,956.35,21606400,4789707,22.17,silesia/samba
xz,xz,5.2.3,-0,28.73,77.72,21606400,4932178,22.83,silesia/samba
xz,xz,5.2.3,-1,23.13,87.44,21606400,4542095,21.02,silesia/samba
xz,xz,5.2.3,-2,14.75,92.5,21606400,4359333,20.18,silesia/samba
xz,xz,5.2.3,-3,9.61,95.35,21606400,4243773,19.64,silesia/samba
xz,xz,5.2.3,-4,6.04,96.91,21606400,4095838,18.96,silesia/samba
xz,xz,5.2.3,-5,4.14,99.93,21606400,3877222,17.94,silesia/samba
xz,xz,5.2.3,-6,3.42,100.83,21606400,3786768,17.53,silesia/samba
xz,xz,5.2.3,-7,3.26,101.21,21606400,3767863,17.44,silesia/samba
xz,xz,5.2.3,-8,3.21,101.6,21606400,3762987,17.42,silesia/samba
xz,xz,5.2.3,-9,3.22,98.13,21606400,3762987,17.42,silesia/samba
zlib,zlib,1.2.11,-1,106.99,389.14,21606400,6329455,29.29,silesia/samba
zlib,zlib,1.2.11,-2,99.64,400.18,21606400,6128872,28.37,silesia/samba
zlib,zlib,1.2.11,-3,83.48,408.94,21606400,5982552,27.69,silesia/samba
zlib,zlib,1.2.11,-4,73.78,409.38,21606400,5656406,26.18,silesia/samba
zlib,zlib,1.2.11,-5,55.25,415.01,21606400,5511358,25.51,silesia/samba
zlib,zlib,1.2.11,-6,40.55,421.22,21606400,5451405,25.23,silesia/samba
zlib,zlib,1.2.11,-7,33.69,422.01,21606400,5417129,25.07,silesia/samba
zlib,zlib,1.2.11,-8,22.29,425.24,21606400,5404370,25.01,silesia/samba
zlib,zlib,1.2.11,-9,20.49,425.01,21606400,5402710,25.01,silesia/samba
zstd,zstd,1.3.4,-1,381.12,1074.85,21606400,5550630,25.69,silesia/samba
zstd,zstd,1.3.4,-2,298.43,1008.2,21606400,5403961,25.01,silesia/samba
zstd,zstd,1.3.4,-3,260.04,1036.3,21606400,5084698,23.53,silesia/samba
zstd,zstd,1.3.4,-4,250.19,1051.94,21606400,5069696,23.46,silesia/samba
zstd,zstd,1.3.4,-5,152.61,1018.28,21606400,4913680,22.74,silesia/samba
zstd,zstd,1.3.4,-6,118.05,1079.13,21606400,4696813,21.74,silesia/samba
zstd,zstd,1.3.4,-7,95.04,1102.07,21606400,4630366,21.43,silesia/samba
zstd,zstd,1.3.4,-8,67.19,1130.33,21606400,4531103,20.97,silesia/samba
zstd,zstd,1.3.4,-9,59.54,1131.84,21606400,4509277,20.87,silesia/samba
zstd,zstd,1.3.4,-10,40.78,1142.78,21606400,4478598,20.73,silesia/samba
zstd,zstd,1.3.4,-11,32.6,1139.2,21606400,4400457,20.37,silesia/samba
zstd,zstd,1.3.4,-12,24.29,1146.67,21606400,4381723,20.28,silesia/samba
zstd,zstd,1.3.4,-13,16.29,1147.79,21606400,4341881,20.1,silesia/samba
zstd,zstd,1.3.4,-14,13.33,1152.87,21606400,4325491,20.02,silesia/samba
zstd,zstd,1.3.4,-15,9.93,1236.75,21606400,4270738,19.77,silesia/samba
zstd,zstd,1.3.4,-16,8,1144.92,21606400,4124129,19.09,silesia/samba
zstd,zstd,1.3.4,-17,6.79,1141.05,21606400,4045450,18.72,silesia/samba
zstd,zstd,1.3.4,-18,5.82,1122.26,21606400,4032027,18.66,silesia/samba
zstd,zstd,1.3.4,-19,4.51,1131,21606400,3986692,18.45,silesia/samba
zstd,zstd,1.3.4,-20,3.48,1030.79,21606400,3933629,18.21,silesia/samba
zstd,zstd,1.3.4,-21,3.23,1076.34,21606400,3919823,18.14,silesia/samba
zstd,zstd,1.3.4,-22,2.43,1072.38,21606400,3916096,18.12,silesia/samba
zstd_fast,zstd_fast,1.3.4,--5,542.28,1426.9,21606400,8236764,38.12,silesia/samba
zstd_fast,zstd_fast,1.3.4,--4,513.23,1366.64,21606400,7819516,36.19,silesia/samba
zstd_fast,zstd_fast,1.3.4,--3,489.03,1333.8,21606400,7305803,33.81,silesia/samba
zstd_fast,zstd_fast,1.3.4,--2,460.32,1287.23,21606400,7047012,32.62,silesia/samba
zstd_fast,zstd_fast,1.3.4,--1,421.72,1245.04,21606400,6331320,29.3,silesia/samba
brotli,brotli,1.0.7,-0,206.24,162.28,7251944,6019743,83.01,silesia/sao
brotli,brotli,1.0.7,-1,152.91,154.93,7251944,5915768,81.57,silesia/sao
brotli,brotli,1.0.7,-2,86.39,177.44,7251944,5590951,77.1,silesia/sao
brotli,brotli,1.0.7,-3,67.67,180.35,7251944,5543539,76.44,silesia/sao
brotli,brotli,1.0.7,-4,23.68,162.81,7251944,5699672,78.6,silesia/sao
brotli,brotli,1.0.7,-5,15.68,191.52,7251944,5261784,72.56,silesia/sao
brotli,brotli,1.0.7,-6,9.16,190.23,7251944,5228059,72.09,silesia/sao
brotli,brotli,1.0.7,-7,4.58,186.49,7251944,5215490,71.92,silesia/sao
brotli,brotli,1.0.7,-8,3.11,183.37,7251944,5210492,71.85,silesia/sao
brotli,brotli,1.0.7,-9,2.75,182.52,7251944,5207336,71.81,silesia/sao
brotli,brotli,1.0.7,-10,0.64,134.93,7251944,4879794,67.29,silesia/sao
brotli,brotli,1.0.7,-11,0.5,154.43,7251944,4590042,63.29,silesia/sao
crush,crush,1.0,-0,14.45,211.42,7251944,5758539,79.41,silesia/sao
crush,crush,1.0,-1,2.92,222.3,7251944,5573768,76.86,silesia/sao
crush,crush,1.0,-2,0.49,227.57,7251944,5472031,75.46,silesia/sao
csc,csc,2016-10-13,-1,8.18,24.42,7251944,5082846,70.09,silesia/sao
csc,csc,2016-10-13,-2,5.55,24.77,7251944,5029920,69.36,silesia/sao
csc,csc,2016-10-13,-3,4.26,21.36,7251944,4889730,67.43,silesia/sao
csc,csc,2016-10-13,-4,3.48,24.03,7251944,4823966,66.52,silesia/sao
csc,csc,2016-10-13,-5,2.86,24.44,7251944,4793167,66.09,silesia/sao
density,density,0.14.2,-1,1026.43,924.26,7251944,6396038,88.2,silesia/sao
density,density,0.14.2,-2,694.96,838.75,7251944,6149966,84.8,silesia/sao
density,density,0.14.2,-3,316.95,332.05,7251944,6013220,82.92,silesia/sao
fastlz,fastlz,0.1,-1,163.37,605.04,7251944,6525733,89.99,silesia/sao
fastlz,fastlz,0.1,-2,226.83,579.15,7251944,6526165,89.99,silesia/sao
gipfeli,gipfeli,2016-07-13,,184.62,585.87,7251944,6043361,83.33,silesia/sao
lz4,lz4,1.8.3,,444.41,2793.53,7251944,6790273,93.63,silesia/sao
lz4fast,lz4fast,1.8.3,-10,1541.05,3646.77,7251944,7136133,98.4,silesia/sao
lz4fast,lz4fast,1.8.3,-20,2130.09,3614.02,7251944,7219808,99.56,silesia/sao
lz4fast,lz4fast,1.8.3,-30,2794.82,3608.52,7251944,7253904,100.03,silesia/sao
lz4fast,lz4fast,1.8.3,-40,3404.74,3600.97,7251944,7261885,100.14,silesia/sao
lz4fast,lz4fast,1.8.3,-50,3575.85,3597.46,7251944,7265536,100.19,silesia/sao
lz4fast,lz4fast,1.8.3,-60,3633.02,3598.89,7251944,7271966,100.28,silesia/sao
lz4fast,lz4fast,1.8.3,-70,3636.65,3604.97,7251944,7274098,100.31,silesia/sao
lz4fast,lz4fast,1.8.3,-80,3622.52,3597.93,7251944,7274469,100.31,silesia/sao
lz4fast,lz4fast,1.8.3,-90,3612.79,3599.52,7251944,7275430,100.32,silesia/sao
lz4hc,lz4hc,1.8.3,-1,56.61,2027.49,7251944,5986822,82.55,silesia/sao
lz4hc,lz4hc,1.8.3,-2,56.65,2024.53,7251944,5986822,82.55,silesia/sao
lz4hc,lz4hc,1.8.3,-3,47.2,2107.01,7251944,5871276,80.96,silesia/sao
lz4hc,lz4hc,1.8.3,-4,40.8,2142.14,7251944,5807229,80.08,silesia/sao
lz4hc,lz4hc,1.8.3,-5,35.44,2174.14,7251944,5772429,79.6,silesia/sao
lz4hc,lz4hc,1.8.3,-6,31.04,2187.21,7251944,5749741,79.29,silesia/sao
lz4hc,lz4hc,1.8.3,-7,28.36,2199.81,7251944,5738905,79.14,silesia/sao
lz4hc,lz4hc,1.8.3,-8,27.34,2205.36,7251944,5736108,79.1,silesia/sao
lz4hc,lz4hc,1.8.3,-9,26.83,2208.69,7251944,5735258,79.09,silesia/sao
lz4hc,lz4hc,1.8.3,-10,18.78,2459.48,7251944,5675760,78.27,silesia/sao
lz4hc,lz4hc,1.8.3,-11,17.88,2467.45,7251944,5670751,78.2,silesia/sao
lz4hc,lz4hc,1.8.3,-12,16.76,2498.11,7251944,5668734,78.17,silesia/sao
lz4hc,lz4hc,1.8.3,-1,56.61,2022.93,7251944,5986822,82.55,silesia/sao
lz4hc,lz4hc,1.8.3,-2,56.62,2025.63,7251944,5986822,82.55,silesia/sao
lz4hc,lz4hc,1.8.3,-3,47.16,2107.34,7251944,5871276,80.96,silesia/sao
lz4hc,lz4hc,1.8.3,-4,40.78,2142.4,7251944,5807229,80.08,silesia/sao
lz4hc,lz4hc,1.8.3,-5,35.43,2172.71,7251944,5772429,79.6,silesia/sao
lz4hc,lz4hc,1.8.3,-6,31.02,2193.3,7251944,5749741,79.29,silesia/sao
lz4hc,lz4hc,1.8.3,-7,28.35,2203.45,7251944,5738905,79.14,silesia/sao
lz4hc,lz4hc,1.8.3,-8,27.32,2207.51,7251944,5736108,79.1,silesia/sao
lz4hc,lz4hc,1.8.3,-9,26.79,2206.44,7251944,5735258,79.09,silesia/sao
lz4hc,lz4hc,1.8.3,-10,18.76,2458.35,7251944,5675760,78.27,silesia/sao
lz4hc,lz4hc,1.8.3,-11,17.9,2467.86,7251944,5670751,78.2,silesia/sao
lz4hc,lz4hc,1.8.3,-12,16.76,2497.87,7251944,5668734,78.17,silesia/sao
lzf,lzf,3.6,-0,223.83,653.83,7251944,6325572,87.23,silesia/sao
lzf,lzf,3.6,-1,212.29,646.12,7251944,6280222,86.6,silesia/sao
lzfse,lzfse,2017-03-08,,52.83,517.21,7251944,5441014,75.03,silesia/sao
lzg,lzg,1.0.8,-1,20.52,480.51,7251944,6357698,87.67,silesia/sao
lzg,lzg,1.0.8,-2,19.33,467.19,7251944,6324964,87.22,silesia/sao
lzg,lzg,1.0.8,-3,17.81,459.91,7251944,6278245,86.57,silesia/sao
lzg,lzg,1.0.8,-4,15.81,457.34,7251944,6217135,85.73,silesia/sao
lzg,lzg,1.0.8,-5,13.18,463.74,7251944,6149341,84.8,silesia/sao
lzg,lzg,1.0.8,-6,10.8,477.96,7251944,6086665,83.93,silesia/sao
lzg,lzg,1.0.8,-7,7.63,498.93,7251944,6003867,82.79,silesia/sao
