Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
lzo1b 2.09 -99,102.55,533.05,41458703,15987756,38.56,../web/corpus/silesia/webster
lzo1b 2.09 -999,11.69,620.32,41458703,13498967,32.56,../web/corpus/silesia/webster
lzo1c 2.09 -1,221.35,508.10,41458703,19756493,47.65,../web/corpus/silesia/webster
lzo1c 2.09 -2,211.07,517.39,41458703,19219201,46.36,../web/corpus/silesia/webster
lzo1c 2.09 -3,208.96,526.14,41458703,18825146,45.41,../web/corpus/silesia/webster
lzo1c 2.09 -4,177.36,521.78,41458703,18792351,45.33,../web/corpus/silesia/webster
lzo1c 2.09 -5,181.22,533.95,41458703,18364549,44.30,../web/corpus/silesia/webster
lzo1c 2.09 -6,176.55,544.06,41458703,18115515,43.70,../web/corpus/silesia/webster
lzo1c 2.09 -7,128.70,519.93,41458703,17904416,43.19,../web/corpus/silesia/webster
lzo1c 2.09 -8,128.76,537.45,41458703,17618804,42.50,../web/corpus/silesia/webster
lzo1c 2.09 -9,129.09,538.12,41458703,17535431,42.30,../web/corpus/silesia/webster
lzo1c 2.09 -99,98.53,544.66,41458703,16709799,40.30,../web/corpus/silesia/webster
lzo1c 2.09 -999,30.83,568.29,41458703,14704459,35.47,../web/corpus/silesia/webster
lzo1f 2.09 -1,192.74,462.32,41458703,20133652,48.56,../web/corpus/silesia/webster
lzo1f 2.09 -999,26.87,505.76,41458703,15109930,36.45,../web/corpus/silesia/webster
lzo1x 2.09 -1,376.43,468.88,41458703,20036443,48.33,../web/corpus/silesia/webster
lzo1x 2.09 -11,400.94,468.61,41458703,21604192,52.11,../web/corpus/silesia/webster
lzo1x 2.09 -12,391.97,464.79,41458703,20718134,49.97,../web/corpus/silesia/webster
lzo1x 2.09 -15,387.42,466.85,41458703,20252105,48.85,../web/corpus/silesia/webster
lzo1x 2.09 -999,8.09,509.54,41458703,13693900,33.03,../web/corpus/silesia/webster
lzo1y 2.09 -1,380.88,474.33,41458703,20223402,48.78,../web/corpus/silesia/webster
lzo1y 2.09 -999,8.06,511.51,41458703,13745933,33.16,../web/corpus/silesia/webster
lzo1z 2.09 -999,8.07,502.72,41458703,13740454,33.14,../web/corpus/silesia/webster
lzo2a 2.09 -999,33.10,415.12,41458703,15090698,36.40,../web/corpus/silesia/webster
lzrw 15-Jul-1991 -1,226.33,423.30,41458703,22060671,53.21,../web/corpus/silesia/webster
lzrw 15-Jul-1991 -2,229.94,444.72,41458703,21825578,52.64,../web/corpus/silesia/webster
lzrw 15-Jul-1991 -3,236.79,457.89,41458703,19983920,48.20,../web/corpus/silesia/webster
lzrw 15-Jul-1991 -4,259.71,470.97,41458703,18773214,45.28,../web/corpus/silesia/webster
lzrw 15-Jul-1991 -5,128.52,493.17,41458703,16407820,39.58,../web/corpus/silesia/webster
lzvn 2017-03-08,46.43,823.14,41458703,15490450,37.36,../web/corpus/silesia/webster
quicklz 1.5.0 -1,348.41,524.35,41458703,18315816,44.18,../web/corpus/silesia/webster
quicklz 1.5.0 -2,188.95,547.61,41458703,15734418,37.95,../web/corpus/silesia/webster
quicklz 1.5.0 -3,47.70,790.82,41458703,15101357,36.43,../web/corpus/silesia/webster
shrinker 0.1,301.52,1194.04,41458703,18510142,44.65,../web/corpus/silesia/webster
slz_deflate 1.0.0 -1,254.03,301.90,41458703,19998024,48.24,../web/corpus/silesia/webster
slz_deflate 1.0.0 -2,237.19,303.56,41458703,19381908,46.75,../web/corpus/silesia/webster
slz_deflate 1.0.0 -3,229.13,303.57,41458703,19232509,46.39,../web/corpus/silesia/webster
slz_gzip 1.0.0 -1,228.67,274.54,41458703,19998030,48.24,../web/corpus/silesia/webster
slz_gzip 1.0.0 -2,215.28,275.66,41458703,19381914,46.75,../web/corpus/silesia/webster
slz_gzip 1.0.0 -3,209.51,275.78,41458703,19232515,46.39,../web/corpus/silesia/webster
slz_zlib 1.0.0 -1,213.55,244.62,41458703,19998042,48.24,../web/corpus/silesia/webster
slz_zlib 1.0.0 -2,200.87,245.57,41458703,19381926,46.75,../web/corpus/silesia/webster
slz_zlib 1.0.0 -3,195.03,245.85,41458703,19232527,46.39,../web/corpus/silesia/webster
snappy 1.1.4,295.97,1153.74,41458703,20211213,48.75,../web/corpus/silesia/webster
wflz 2015-09-16,206.26,665.53,41458703,22825692,55.06,../web/corpus/silesia/webster
xpack 2016-06-02 -1,136.78,606.77,41458703,14006907,33.79,../web/corpus/silesia/webster
xpack 2016-06-02 -2,92.54,709.56,41458703,12635789,30.48,../web/corpus/silesia/webster
xpack 2016-06-02 -3,65.63,740.39,41458703,12110375,29.21,../web/corpus/silesia/webster
xpack 2016-06-02 -4,73.38,750.45,41458703,12181961,29.38,../web/corpus/silesia/webster
xpack 2016-06-02 -5,51.70,775.93,41458703,11729239,28.29,../web/corpus/silesia/webster
xpack 2016-06-02 -6,34.65,793.89,41458703,11467050,27.66,../web/corpus/silesia/webster
xpack 2016-06-02 -7,23.80,809.02,41458703,11338448,27.35,../web/corpus/silesia/webster
xpack 2016-06-02 -8,16.78,809.21,41458703,11250181,27.14,../web/corpus/silesia/webster
xpack 2016-06-02 -9,11.97,814.84,41458703,11188616,26.99,../web/corpus/silesia/webster
xz 5.2.3 -0,21.12,61.24,41458703,12746790,30.75,../web/corpus/silesia/webster
xz 5.2.3 -1,16.10,75.19,41458703,11270238,27.18,../web/corpus/silesia/webster
xz 5.2.3 -2,7.92,81.93,41458703,10692627,25.79,../web/corpus/silesia/webster
xz 5.2.3 -3,3.71,84.74,41458703,10360607,24.99,../web/corpus/silesia/webster
xz 5.2.3 -4,2.85,91.57,41458703,9658993,23.30,../web/corpus/silesia/webster
xz 5.2.3 -5,1.95,98.78,41458703,8930893,21.54,../web/corpus/silesia/webster
xz 5.2.3 -6,1.63,102.49,41458703,8627467,20.81,../web/corpus/silesia/webster
xz 5.2.3 -7,1.47,103.55,41458703,8472187,20.44,../web/corpus/silesia/webster
xz 5.2.3 -8,1.36,104.21,41458703,8389155,20.23,../web/corpus/silesia/webster
xz 5.2.3 -9,1.35,101.73,41458703,8384529,20.22,../web/corpus/silesia/webster
zlib 1.2.11 -1,88.07,307.16,41458703,14991242,36.16,../web/corpus/silesia/webster
zlib 1.2.11 -2,78.38,318.79,41458703,14249698,34.37,../web/corpus/silesia/webster
zlib 1.2.11 -3,60.65,331.10,41458703,13627767,32.87,../web/corpus/silesia/webster
zlib 1.2.11 -4,56.70,317.69,41458703,13001996,31.36,../web/corpus/silesia/webster
zlib 1.2.11 -5,39.03,315.73,41458703,12445997,30.02,../web/corpus/silesia/webster
zlib 1.2.11 -6,27.47,320.97,41458703,12213947,29.46,../web/corpus/silesia/webster
zlib 1.2.11 -7,22.64,322.56,41458703,12130422,29.26,../web/corpus/silesia/webster
zlib 1.2.11 -8,16.78,323.45,41458703,12073703,29.12,../web/corpus/silesia/webster
zlib 1.2.11 -9,16.66,324.44,41458703,12073475,29.12,../web/corpus/silesia/webster
zstd 1.3.4 -1,256.63,824.03,41458703,13737048,33.13,../web/corpus/silesia/webster
zstd 1.3.4 -2,187.22,743.67,41458703,12976919,31.30,../web/corpus/silesia/webster
zstd 1.3.4 -3,164.89,730.69,41458703,12215612,29.46,../web/corpus/silesia/webster
zstd 1.3.4 -4,158.72,731.44,41458703,12086795,29.15,../web/corpus/silesia/webster
zstd 1.3.4 -5,106.38,709.21,41458703,11755030,28.35,../web/corpus/silesia/webster
zstd 1.3.4 -6,76.16,744.67,41458703,11245911,27.13,../web/corpus/silesia/webster
zstd 1.3.4 -7,58.29,771.18,41458703,10943926,26.40,../web/corpus/silesia/webster
zstd 1.3.4 -8,38.71,798.04,41458703,10772396,25.98,../web/corpus/silesia/webster
zstd 1.3.4 -9,32.60,806.49,41458703,10669424,25.74,../web/corpus/silesia/webster
zstd 1.3.4 -10,21.84,820.99,41458703,10518979,25.37,../web/corpus/silesia/webster
zstd 1.3.4 -11,15.35,818.76,41458703,10344366,24.95,../web/corpus/silesia/webster
zstd 1.3.4 -12,10.85,833.32,41458703,10227434,24.67,../web/corpus/silesia/webster
zstd 1.3.4 -13,7.92,844.46,41458703,9999448,24.12,../web/corpus/silesia/webster
zstd 1.3.4 -14,6.49,855.74,41458703,9883329,23.84,../web/corpus/silesia/webster
zstd 1.3.4 -15,4.37,856.31,41458703,9674011,23.33,../web/corpus/silesia/webster
zstd 1.3.4 -16,4.22,860.60,41458703,9421092,22.72,../web/corpus/silesia/webster
zstd 1.3.4 -17,3.29,844.17,41458703,9284948,22.40,../web/corpus/silesia/webster
zstd 1.3.4 -18,2.80,848.73,41458703,9118038,21.99,../web/corpus/silesia/webster
zstd 1.3.4 -19,2.28,791.18,41458703,8937024,21.56,../web/corpus/silesia/webster
zstd 1.3.4 -20,1.60,579.38,41458703,8525387,20.56,../web/corpus/silesia/webster
zstd 1.3.4 -21,1.51,572.76,41458703,8481575,20.46,../web/corpus/silesia/webster
zstd 1.3.4 -22,1.44,570.63,41458703,8479382,20.45,../web/corpus/silesia/webster
zstd_fast 1.3.4 --5,387.23,1133.47,41458703,22592562,54.49,../web/corpus/silesia/webster
zstd_fast 1.3.4 --4,365.09,1104.68,41458703,21860897,52.73,../web/corpus/silesia/webster
zstd_fast 1.3.4 --3,342.73,1057.46,41458703,20746312,50.04,../web/corpus/silesia/webster
zstd_fast 1.3.4 --2,316.93,1020.97,41458703,19845622,47.87,../web/corpus/silesia/webster
zstd_fast 1.3.4 --1,275.17,963.90,41458703,17729161,42.76,../web/corpus/silesia/webster
brotli 2017-12-12 -0,548.32,607.35,5345280,923345,17.27,../web/corpus/silesia/xml
brotli 2017-12-12 -1,440.96,599.60,5345280,764228,14.30,../web/corpus/silesia/xml
brotli 2017-12-12 -2,196.63,608.06,5345280,755814,14.14,../web/corpus/silesia/xml
brotli 2017-12-12 -3,176.98,698.73,5345280,671205,12.56,../web/corpus/silesia/xml
brotli 2017-12-12 -4,118.13,917.24,5345280,580801,10.87,../web/corpus/silesia/xml
brotli 2017-12-12 -5,63.75,842.77,5345280,520579,9.74,../web/corpus/silesia/xml
brotli 2017-12-12 -6,51.32,863.71,5345280,505895,9.46,../web/corpus/silesia/xml
brotli 2017-12-12 -7,37.96,884.19,5345280,491419,9.19,../web/corpus/silesia/xml
brotli 2017-12-12 -8,29.90,897.87,5345280,485038,9.07,../web/corpus/silesia/xml
brotli 2017-12-12 -9,21.96,901.49,5345280,479402,8.97,../web/corpus/silesia/xml
brotli 2017-12-12 -10,2.46,848.27,5345280,442655,8.28,../web/corpus/silesia/xml
brotli 2017-12-12 -11,0.74,904.44,5345280,430353,8.05,../web/corpus/silesia/xml
crush 1.0 -0,86.97,608.98,5345280,772420,14.45,../web/corpus/silesia/xml
crush 1.0 -1,18.87,825.45,5345280,597351,11.18,../web/corpus/silesia/xml
crush 1.0 -2,3.01,877.57,5345280,563740,10.55,../web/corpus/silesia/xml
csc 2016-10-13 -1,38.91,136.96,5345280,606763,11.35,../web/corpus/silesia/xml
csc 2016-10-13 -2,28.56,155.53,5345280,546330,10.22,../web/corpus/silesia/xml
csc 2016-10-13 -3,20.70,142.12,5345280,568801,10.64,../web/corpus/silesia/xml
csc 2016-10-13 -4,14.15,153.98,5345280,523997,9.80,../web/corpus/silesia/xml
csc 2016-10-13 -5,6.21,167.35,5345280,476000,8.91,../web/corpus/silesia/xml
density 0.14.2 -1,1392.43,1935.02,5345280,3001154,56.15,../web/corpus/silesia/xml
density 0.14.2 -2,641.09,1190.52,5345280,1929202,36.09,../web/corpus/silesia/xml
density 0.14.2 -3,357.69,405.60,5345280,1406892,26.32,../web/corpus/silesia/xml
fastlz 0.1 -1,491.84,785.04,5345280,1385060,25.91,../web/corpus/silesia/xml
fastlz 0.1 -2,499.28,816.99,5345280,1273649,23.83,../web/corpus/silesia/xml
gipfeli 2016-07-13,497.10,734.49,5345280,1100536,20.59,../web/corpus/silesia/xml
lz4 1.8.3,773.76,2947.64,5345280,1227495,22.96,../web/corpus/silesia/xml
lz4fast 1.8.3 -10,920.62,2857.45,5345280,1494261,27.95,../web/corpus/silesia/xml
lz4fast 1.8.3 -20,1044.75,2941.16,5345280,1726671,32.30,../web/corpus/silesia/xml
lz4fast 1.8.3 -30,1175.18,3178.68,5345280,1959605,36.66,../web/corpus/silesia/xml
lz4fast 1.8.3 -40,1254.12,3318.36,5345280,2073319,38.79,../web/corpus/silesia/xml
lz4fast 1.8.3 -50,1355.71,3525.19,5345280,2250403,42.10,../web/corpus/silesia/xml
lz4fast 1.8.3 -60,1453.34,3674.37,5345280,2391648,44.74,../web/corpus/silesia/xml
lz4fast 1.8.3 -70,1524.07,3787.29,5345280,2485437,46.50,../web/corpus/silesia/xml
lz4fast 1.8.3 -80,1617.00,3941.22,5345280,2633777,49.27,../web/corpus/silesia/xml
lz4fast 1.8.3 -90,1694.20,4028.91,5345280,2707084,50.64,../web/corpus/silesia/xml
lz4hc 1.8.3 -1,181.28,3345.32,5345280,917567,17.17,../web/corpus/silesia/xml
lz4hc 1.8.3 -2,180.98,3338.96,5345280,917567,17.17,../web/corpus/silesia/xml
lz4hc 1.8.3 -3,152.15,3566.69,5345280,852824,15.95,../web/corpus/silesia/xml
lz4hc 1.8.3 -4,123.54,3705.69,5345280,815510,15.26,../web/corpus/silesia/xml
lz4hc 1.8.3 -5,100.18,3808.99,5345280,793169,14.84,../web/corpus/silesia/xml
lz4hc 1.8.3 -6,81.30,3879.83,5345280,780946,14.61,../web/corpus/silesia/xml
lz4hc 1.8.3 -7,67.25,3935.21,5345280,774281,14.49,../web/corpus/silesia/xml
lz4hc 1.8.3 -8,57.21,3961.21,5345280,771148,14.43,../web/corpus/silesia/xml
lz4hc 1.8.3 -9,50.96,3950.31,5345280,770055,14.41,../web/corpus/silesia/xml
lz4hc 1.8.3 -10,37.97,3986.14,5345280,769048,14.39,../web/corpus/silesia/xml
lz4hc 1.8.3 -11,21.22,4022.70,5345280,761305,14.24,../web/corpus/silesia/xml
lz4hc 1.8.3 -12,20.75,4027.37,5345280,759893,14.22,../web/corpus/silesia/xml
lzf 3.6 -0,472.86,984.61,5345280,1438227,26.91,../web/corpus/silesia/xml
lzf 3.6 -1,484.99,1026.51,5345280,1379833,25.81,../web/corpus/silesia/xml
lzfse 2017-03-08,80.33,1367.17,5345280,683327,12.78,../web/corpus/silesia/xml
lzg 1.0.8 -1,88.02,747.99,5345280,1490854,27.89,../web/corpus/silesia/xml
lzg 1.0.8 -2,78.98,763.68,5345280,1323968,24.77,../web/corpus/silesia/xml
lzg 1.0.8 -3,68.35,785.53,5345280,1211944,22.67,../web/corpus/silesia/xml
lzg 1.0.8 -4,58.59,810.86,5345280,1132076,21.18,../web/corpus/silesia/xml
lzg 1.0.8 -5,47.15,845.19,5345280,1065488,19.93,../web/corpus/silesia/xml
lzg 1.0.8 -6,36.54,882.43,5345280,1017213,19.03,../web/corpus/silesia/xml
lzg 1.0.8 -7,21.84,938.19,5345280,955406,17.87,../web/corpus/silesia/xml
lzg 1.0.8 -8,14.71,1026.90,5345280,849051,15.88,../web/corpus/silesia/xml
lzg 1.0.8 -9,2.46,1082.80,5345280,789508,14.77,../web/corpus/silesia/xml
lzham 1.0 -d26 -0,11.71,443.50,5345280,722379,13.51,../web/corpus/silesia/xml
lzham 1.0 -d26 -1,3.46,692.16,5345280,533740,9.99,../web/corpus/silesia/xml
lzham 1.0 -d26 -2,2.93,716.86,5345280,514819,9.63,../web/corpus/silesia/xml
lzham 1.0 -d26 -3,2.53,727.51,5345280,500327,9.36,../web/corpus/silesia/xml
lzham 1.0 -d26 -4,2.38,725.95,5345280,493972,9.24,../web/corpus/silesia/xml
lzjb 2010,330.79,560.62,5345280,2130319,39.85,../web/corpus/silesia/xml
lzlib 1.8 -0,58.90,98.60,5345280,741537,13.87,../web/corpus/silesia/xml
lzlib 1.8 -1,22.02,100.08,5345280,749199,14.02,../web/corpus/silesia/xml
lzlib 1.8 -2,19.03,107.14,5345280,681374,12.75,../web/corpus/silesia/xml
lzlib 1.8 -3,14.60,115.72,5345280,614193,11.49,../web/corpus/silesia/xml
lzlib 1.8 -4,10.69,121.28,5345280,571133,10.68,../web/corpus/silesia/xml
lzlib 1.8 -5,7.61,129.13,5345280,519262,9.71,../web/corpus/silesia/xml
lzlib 1.8 -6,5.14,133.17,5345280,478680,8.96,../web/corpus/silesia/xml
lzlib 1.8 -7,3.73,136.19,5345280,451676,8.45,../web/corpus/silesia/xml
lzlib 1.8 -8,2.77,141.16,5345280,438346,8.20,../web/corpus/silesia/xml
lzlib 1.8 -9,2.15,138.90,5345280,432836,8.10,../web/corpus/silesia/xml
lzma 16.04 -0,45.49,137.73,5345280,691236,12.93,../web/corpus/silesia/xml
lzma 16.04 -1,44.12,158.80,5345280,643746,12.04,../web/corpus/silesia/xml
lzma 16.04 -2,45.34,183.97,5345280,570904,10.68,../web/corpus/silesia/xml
lzma 16.04 -3,42.59,190.12,5345280,558770,10.45,../web/corpus/silesia/xml
lzma 16.04 -4,36.35,190.94,5345280,559244,10.46,../web/corpus/silesia/xml
lzma 16.04 -5,5.77,217.11,5345280,484357,9.06,../web/corpus/silesia/xml
lzma 16.04 -6,5.73,220.36,5345280,484357,9.06,../web/corpus/silesia/xml
lzma 16.04 -7,4.14,232.51,5345280,454690,8.51,../web/corpus/silesia/xml
lzma 16.04 -8,3.85,228.28,5345280,454690,8.51,../web/corpus/silesia/xml
lzma 16.04 -9,3.88,226.97,5345280,454690,8.51,../web/corpus/silesia/xml
lzmat 1.01,76.06,549.33,5345280,769801,14.40,../web/corpus/silesia/xml
lzo1 2.09 -1,477.90,739.86,5345280,1426334,26.68,../web/corpus/silesia/xml
lzo1 2.09 -99,167.03,823.59,5345280,1207260,22.59,../web/corpus/silesia/xml
lzo1a 2.09 -1,475.99,834.35,5345280,1419136,26.55,../web/corpus/silesia/xml
lzo1a 2.09 -99,169.05,911.85,5345280,1203349,22.51,../web/corpus/silesia/xml
lzo1b 2.09 -1,448.64,1008.31,5345280,1193277,22.32,../web/corpus/silesia/xml
lzo1b 2.09 -2,432.10,986.49,5345280,1207822,22.60,../web/corpus/silesia/xml
lzo1b 2.09 -3,420.55,981.80,5345280,1207681,22.59,../web/corpus/silesia/xml
lzo1b 2.09 -4,408.71,1020.81,5345280,1174473,21.97,../web/corpus/silesia/xml
lzo1b 2.09 -5,402.91,1024.20,5345280,1164909,21.79,../web/corpus/silesia/xml
lzo1b 2.09 -6,371.59,1034.94,5345280,1159204,21.69,../web/corpus/silesia/xml
lzo1b 2.09 -7,322.85,1032.79,5345280,1119567,20.94,../web/corpus/silesia/xml
lzo1b 2.09 -8,288.29,1028.88,5345280,1120185,20.96,../web/corpus/silesia/xml
lzo1b 2.09 -9,230.68,1044.40,5345280,1114641,20.85,../web/corpus/silesia/xml
lzo1b 2.09 -99,191.57,1162.23,5345280,953222,17.83,../web/corpus/silesia/xml
lzo1b 2.09 -999,23.50,1427.06,5345280,766191,14.33,../web/corpus/silesia/xml
lzo1c 2.09 -1,472.23,980.00,5345280,1267845,23.72,../web/corpus/silesia/xml
lzo1c 2.09 -2,444.91,983.65,5345280,1275857,23.87,../web/corpus/silesia/xml
lzo1c 2.09 -3,439.28,984.06,5345280,1272130,23.80,../web/corpus/silesia/xml
lzo1c 2.09 -4,390.25,1007.65,5345280,1233599,23.08,../web/corpus/silesia/xml
lzo1c 2.09 -5,390.21,1014.78,5345280,1218681,22.80,../web/corpus/silesia/xml
lzo1c 2.09 -6,371.40,1028.15,5345280,1211236,22.66,../web/corpus/silesia/xml
lzo1c 2.09 -7,301.83,1024.87,5345280,1172927,21.94,../web/corpus/silesia/xml
lzo1c 2.09 -8,281.76,1033.12,5345280,1168497,21.86,../web/corpus/silesia/xml
lzo1c 2.09 -9,230.90,1043.58,5345280,1166889,21.83,../web/corpus/silesia/xml
lzo1c 2.09 -99,188.15,1121.97,5345280,1034150,19.35,../web/corpus/silesia/xml
lzo1c 2.09 -999,45.01,1306.96,5345280,851340,15.93,../web/corpus/silesia/xml
lzo1f 2.09 -1,424.17,917.44,5345280,1295479,24.24,../web/corpus/silesia/xml
lzo1f 2.09 -999,42.99,1222.23,5345280,865384,16.19,../web/corpus/silesia/xml
lzo1x 2.09 -1,763.75,910.48,5345280,1292820,24.19,../web/corpus/silesia/xml
lzo1x 2.09 -11,765.74,887.41,5345280,1352406,25.30,../web/corpus/silesia/xml
lzo1x 2.09 -12,772.46,897.72,5345280,1318218,24.66,../web/corpus/silesia/xml
lzo1x 2.09 -15,776.96,907.46,5345280,1299796,24.32,../web/corpus/silesia/xml
lzo1x 2.09 -999,14.86,1267.33,5345280,765173,14.31,../web/corpus/silesia/xml
lzo1y 2.09 -1,763.98,905.15,5345280,1292044,24.17,../web/corpus/silesia/xml
lzo1y 2.09 -999,14.97,1264.66,5345280,764965,14.31,../web/corpus/silesia/xml
lzo1z 2.09 -999,14.90,1250.09,5345280,766357,14.34,../web/corpus/silesia/xml
lzo2a 2.09 -999,50.56,885.23,5345280,913740,17.09,../web/corpus/silesia/xml
lzrw 15-Jul-1991 -1,382.50,637.83,5345280,1844800,34.51,../web/corpus/silesia/xml
lzrw 15-Jul-1991 -2,392.86,701.55,5345280,1794772,33.58,../web/corpus/silesia/xml
lzrw 15-Jul-1991 -3,413.16,756.27,5345280,1574249,29.45,../web/corpus/silesia/xml
lzrw 15-Jul-1991 -4,441.42,744.69,5345280,1501348,28.09,../web/corpus/silesia/xml
lzrw 15-Jul-1991 -5,189.71,884.10,5345280,1232257,23.05,../web/corpus/silesia/xml
lzvn 2017-03-08,77.04,1541.43,5345280,957521,17.91,../web/corpus/silesia/xml
quicklz 1.5.0 -1,650.74,1017.75,5345280,1124708,21.04,../web/corpus/silesia/xml
quicklz 1.5.0 -2,407.31,1190.97,5345280,897312,16.79,../web/corpus/silesia/xml
quicklz 1.5.0 -3,86.69,1568.52,5345280,918580,17.18,../web/corpus/silesia/xml
shrinker 0.1,586.50,1761.71,5345280,1242035,23.24,../web/corpus/silesia/xml
slz_deflate 1.0.0 -1,468.56,524.61,5345280,1294284,24.21,../web/corpus/silesia/xml
slz_deflate 1.0.0 -2,474.17,551.95,5345280,1216775,22.76,../web/corpus/silesia/xml
slz_deflate 1.0.0 -3,472.32,555.62,5345280,1198716,22.43,../web/corpus/silesia/xml
slz_gzip 1.0.0 -1,389.98,444.80,5345280,1294290,24.21,../web/corpus/silesia/xml
slz_gzip 1.0.0 -2,392.51,460.57,5345280,1216781,22.76,../web/corpus/silesia/xml
slz_gzip 1.0.0 -3,388.98,463.82,5345280,1198722,22.43,../web/corpus/silesia/xml
slz_zlib 1.0.0 -1,342.09,371.03,5345280,1294302,24.21,../web/corpus/silesia/xml
slz_zlib 1.0.0 -2,347.40,386.32,5345280,1216793,22.76,../web/corpus/silesia/xml
slz_zlib 1.0.0 -3,349.00,389.10,5345280,1198734,22.43,../web/corpus/silesia/xml
snappy 1.1.4,585.44,1993.08,5345280,1308581,24.48,../web/corpus/silesia/xml
wflz 2015-09-16,492.40,1243.68,5345280,1447468,27.08,../web/corpus/silesia/xml
xpack 2016-06-02 -1,200.71,883.37,5345280,1000008,18.71,../web/corpus/silesia/xml
xpack 2016-06-02 -2,177.19,1124.36,5345280,787349,14.73,../web/corpus/silesia/xml
xpack 2016-06-02 -3,149.36,1276.02,5345280,702970,13.15,../web/corpus/silesia/xml
xpack 2016-06-02 -4,155.44,1273.85,5345280,693246,12.97,../web/corpus/silesia/xml
xpack 2016-06-02 -5,122.56,1389.49,5345280,641314,12.00,../web/corpus/silesia/xml
xpack 2016-06-02 -6,87.86,1484.74,5345280,607089,11.36,../web/corpus/silesia/xml
xpack 2016-06-02 -7,60.08,1523.71,5345280,589609,11.03,../web/corpus/silesia/xml
xpack 2016-06-02 -8,42.13,1558.59,5345280,580379,10.86,../web/corpus/silesia/xml
xpack 2016-06-02 -9,29.95,1589.03,5345280,574200,10.74,../web/corpus/silesia/xml
xz 5.2.3 -0,47.40,148.87,5345280,647252,12.11,../web/corpus/silesia/xml
xz 5.2.3 -1,40.62,180.49,5345280,560064,10.48,../web/corpus/silesia/xml
xz 5.2.3 -2,29.94,194.65,5345280,530022,9.92,../web/corpus/silesia/xml
xz 5.2.3 -3,21.11,200.84,5345280,515524,9.64,../web/corpus/silesia/xml
xz 5.2.3 -4,10.43,187.87,5345280,547559,10.24,../web/corpus/silesia/xml
xz 5.2.3 -5,6.99,204.13,5345280,484383,9.06,../web/corpus/silesia/xml
xz 5.2.3 -6,5.25,211.98,5345280,453144,8.48,../web/corpus/silesia/xml
xz 5.2.3 -7,5.21,212.59,5345280,453144,8.48,../web/corpus/silesia/xml
xz 5.2.3 -8,4.75,209.20,5345280,453144,8.48,../web/corpus/silesia/xml
xz 5.2.3 -9,4.71,196.75,5345280,453144,8.48,../web/corpus/silesia/xml
zlib 1.2.11 -1,151.35,490.92,5345280,965248,18.06,../web/corpus/silesia/xml
zlib 1.2.11 -2,143.77,516.88,5345280,887271,16.60,../web/corpus/silesia/xml
zlib 1.2.11 -3,118.51,544.66,5345280,822173,15.38,../web/corpus/silesia/xml
zlib 1.2.11 -4,96.15,530.15,5345280,807524,15.11,../web/corpus/silesia/xml
zlib 1.2.11 -5,75.10,560.54,5345280,730580,13.67,../web/corpus/silesia/xml
zlib 1.2.11 -6,54.10,586.73,5345280,687997,12.87,../web/corpus/silesia/xml
zlib 1.2.11 -7,45.36,591.52,5345280,673939,12.61,../web/corpus/silesia/xml
zlib 1.2.11 -8,30.51,599.14,5345280,659524,12.34,../web/corpus/silesia/xml
zlib 1.2.11 -9,28.08,601.09,5345280,658905,12.33,../web/corpus/silesia/xml
zstd 1.3.4 -1,542.40,1383.13,5345280,703093,13.15,../web/corpus/silesia/xml
zstd 1.3.4 -2,460.62,1313.55,5345280,690508,12.92,../web/corpus/silesia/xml
zstd 1.3.4 -3,411.06,1379.55,5345280,639073,11.96,../web/corpus/silesia/xml
zstd 1.3.4 -4,409.25,1378.03,5345280,637587,11.93,../web/corpus/silesia/xml
zstd 1.3.4 -5,212.48,1352.17,5345280,619510,11.59,../web/corpus/silesia/xml
zstd 1.3.4 -6,155.95,1474.65,5345280,585810,10.96,../web/corpus/silesia/xml
zstd 1.3.4 -7,129.57,1562.01,5345280,557552,10.43,../web/corpus/silesia/xml
zstd 1.3.4 -8,93.95,1615.43,5345280,541405,10.13,../web/corpus/silesia/xml
zstd 1.3.4 -9,88.57,1635.10,5345280,536505,10.04,../web/corpus/silesia/xml
zstd 1.3.4 -10,61.43,1702.20,5345280,523242,9.79,../web/corpus/silesia/xml
zstd 1.3.4 -11,54.36,1720.48,5345280,518459,9.70,../web/corpus/silesia/xml
zstd 1.3.4 -12,41.00,1783.78,5345280,507809,9.50,../web/corpus/silesia/xml
zstd 1.3.4 -13,24.89,1833.78,5345280,498049,9.32,../web/corpus/silesia/xml
zstd 1.3.4 -14,19.76,1890.06,5345280,488413,9.14,../web/corpus/silesia/xml
zstd 1.3.4 -15,16.18,1909.76,5345280,484985,9.07,../web/corpus/silesia/xml
zstd 1.3.4 -16,7.46,1860.49,5345280,478137,8.95,../web/corpus/silesia/xml
zstd 1.3.4 -17,7.19,1833.74,5345280,478225,8.95,../web/corpus/silesia/xml
zstd 1.3.4 -18,6.23,1842.03,5345280,467532,8.75,../web/corpus/silesia/xml
zstd 1.3.4 -19,5.73,1849.93,5345280,459307,8.59,../web/corpus/silesia/xml
zstd 1.3.4 -20,4.45,1848.32,5345280,458345,8.57,../web/corpus/silesia/xml
zstd 1.3.4 -21,3.71,1847.03,5345280,455734,8.53,../web/corpus/silesia/xml
zstd 1.3.4 -22,2.77,1850.26,5345280,454692,8.51,../web/corpus/silesia/xml
